claim_id,claim_open_date,claim_close_date,date_key_open,date_key_close,customer_id,product_id,supplier_id,root_cause_id,location_id,claim_status,severity_level,cost_impact_usd,quantity_affected,days_to_close,recurrence_flag,claim_type,inspection_stage,defect_code,detected_by,business_unit
CLM000933,2023-07-26,2023-08-01,20230726,20230801,CUST025,PROD022,SUP018,RC003,LOC004,Closed,Low,345.84,18,6,0,Supplier Claim,Incoming,D009,Operator,Supply Chain
CLM000934,2026-01-26,,20260126,,CUST047,PROD009,SUP004,RC008,LOC002,Open,Low,387.73,21,,0,Customer Claim,Customer Site,D004,Customer,Industrial
CLM000935,2023-09-01,,20230901,,CUST040,PROD014,SUP003,RC011,LOC004,Open,Low,225.99,20,,0,Supplier Claim,Customer Site,D015,Inspection,Industrial
CLM000936,2025-08-01,,20250801,,CUST029,PROD014,SUP010,RC006,LOC008,Pending,Medium,10885.61,13,,0,Internal Event,Process,D002,Operator,Industrial
CLM000937,2024-04-11,2024-04-23,20240411,20240423,CUST040,PROD023,SUP018,RC003,LOC008,Closed,Low,156.38,23,12,0,Customer Claim,Incoming,D005,Inspection,Supply Chain
CLM000938,2023-07-07,2023-07-23,20230707,20230723,CUST045,PROD019,SUP012,RC002,LOC005,Closed,Medium,2033.95,32,16,0,Customer Claim,Process,D014,System,Supply Chain
CLM000939,2024-12-23,2025-01-08,20241223,20250108,CUST049,PROD001,SUP007,RC009,LOC003,Closed,Medium,7835.31,19,16,0,Internal Event,Customer Site,D019,Inspection,Industrial
CLM000940,2026-02-02,,20260202,,CUST026,PROD006,SUP018,RC003,LOC007,Open,Medium,8000.0,21,,0,Customer Claim,Incoming,D013,Customer,Supply Chain
CLM000941,2023-09-24,2023-09-27,20230924,20230927,CUST023,PROD014,SUP018,RC005,LOC008,Closed,Low,388.67,18,3,1,Supplier Claim,Process,D004,Customer,Operations
CLM000942,2025-07-10,2025-07-22,20250710,20250722,CUST033,PROD011,SUP016,RC003,LOC004,Closed,Low,100.0,22,12,0,Supplier Claim,Incoming,D014,Customer,Supply Chain
CLM000943,2023-03-22,2023-04-03,20230322,20230403,CUST054,PROD022,SUP017,RC005,LOC004,Closed,Medium,1000.0,28,12,0,Customer Claim,Final Inspection,D017,Inspection,Supply Chain
CLM000944,2025-05-17,,20250517,,CUST048,PROD006,SUP017,RC005,LOC005,Open,High,7304.04,15,,1,Customer Claim,Customer Site,D013,Operator,Supply Chain
CLM000945,2024-03-22,2025-01-08,20240322,20250108,CUST031,PROD001,SUP006,RC006,LOC008,Closed,Critical,120000.0,19,292,0,Customer Claim,Process,D014,Customer,Operations
CLM000946,2023-09-14,2024-09-12,20230914,20240912,CUST023,PROD008,SUP015,RC008,LOC003,Closed,Critical,20000.0,21,364,1,Customer Claim,Customer Site,D014,Operator,Supply Chain
CLM000947,2025-05-31,2025-07-11,20250531,20250711,CUST046,PROD010,SUP004,RC001,LOC005,Closed,Medium,1782.65,20,41,0,Internal Event,Incoming,D016,System,Supply Chain
CLM000948,2023-09-12,2024-07-02,20230912,20240702,CUST034,PROD013,SUP005,RC007,LOC007,Closed,Critical,120000.0,14,294,0,Supplier Claim,Process,D001,System,Supply Chain
CLM000949,2023-05-06,,20230506,,CUST043,PROD017,SUP008,RC005,LOC007,In Analysis,Medium,1665.5,21,,1,Internal Event,Process,D006,Operator,Operations
CLM000950,2023-01-04,2023-02-11,20230104,20230211,CUST060,PROD021,SUP017,RC006,LOC003,Closed,Medium,8000.0,13,38,1,Internal Event,Process,D004,System,Operations
CLM000951,2023-04-12,2023-04-26,20230412,20230426,CUST006,PROD016,SUP012,RC008,LOC007,Closed,Low,236.83,24,14,0,Supplier Claim,Logistics,D008,Inspection,Supply Chain
CLM000952,2023-09-03,2023-09-12,20230903,20230912,CUST010,PROD017,SUP014,RC008,LOC007,Closed,Medium,4886.94,32,9,0,Customer Claim,Customer Site,D005,Customer,Operations
CLM000953,2025-07-16,2025-08-07,20250716,20250807,CUST055,PROD001,SUP010,RC005,LOC008,Closed,Medium,1000.0,28,22,0,Internal Event,Final Inspection,D007,Operator,Industrial
CLM000954,2023-05-27,2023-07-03,20230527,20230703,CUST021,PROD006,SUP015,RC012,LOC003,Closed,Medium,4568.73,25,37,0,Customer Claim,Process,D011,Inspection,Operations
CLM000955,2025-01-03,2025-01-24,20250103,20250124,CUST048,PROD004,SUP011,RC011,LOC006,Closed,Medium,5579.44,32,21,0,Internal Event,Final Inspection,D020,Operator,Supply Chain
CLM000956,2026-03-20,2026-05-04,20260320,20260504,CUST043,PROD009,SUP001,RC010,LOC007,Closed,Medium,8000.0,29,45,0,Internal Event,Customer Site,D001,System,Supply Chain
CLM000957,2023-10-25,,20231025,,CUST040,PROD016,SUP003,RC006,LOC005,Open,Medium,7209.8,13,,0,Internal Event,Customer Site,D008,Inspection,Operations
CLM000958,2023-05-01,2023-06-04,20230501,20230604,CUST051,PROD012,SUP016,RC003,LOC002,Closed,Medium,38060.23,16,34,1,Supplier Claim,Final Inspection,D008,System,Supply Chain
CLM000959,2023-10-18,2023-11-21,20231018,20231121,CUST045,PROD006,SUP013,RC007,LOC001,Closed,Medium,1124.0,21,34,0,Internal Event,Incoming,D005,System,Operations
CLM000960,2024-04-12,,20240412,,CUST004,PROD015,SUP005,RC004,LOC004,Pending,Medium,14286.71,13,,0,Customer Claim,Process,D015,Customer,Operations
CLM000961,2025-08-17,,20250817,,CUST023,PROD022,SUP005,RC009,LOC002,Pending,Medium,8000.0,25,,0,Customer Claim,Customer Site,D019,System,Industrial
CLM000962,2024-10-12,2024-11-08,20241012,20241108,CUST038,PROD006,SUP014,RC011,LOC005,Closed,Medium,1891.94,15,27,0,Internal Event,Process,D017,Inspection,Operations
CLM000963,2026-08-07,2026-08-17,20260807,20260817,CUST016,PROD016,SUP006,RC012,LOC006,Closed,Low,100.0,11,10,0,Internal Event,Customer Site,D011,Inspection,Supply Chain
CLM000964,2026-06-05,,20260605,,CUST027,PROD016,SUP006,RC010,LOC008,In Analysis,Low,1361.28,28,,0,Internal Event,Customer Site,D006,Customer,Operations
CLM000965,2025-09-07,2025-09-13,20250907,20250913,CUST049,PROD021,SUP001,RC011,LOC007,Closed,Low,727.08,14,6,1,Internal Event,Customer Site,D010,Inspection,Supply Chain
CLM000966,2026-04-03,2026-04-12,20260403,20260412,CUST037,PROD021,SUP004,RC006,LOC007,Closed,Medium,20241.11,18,9,0,Customer Claim,Customer Site,D003,Customer,Supply Chain
CLM000967,2024-09-18,2024-09-21,20240918,20240921,CUST003,PROD008,SUP009,RC001,LOC006,Closed,Low,197.46,32,3,1,Customer Claim,Final Inspection,D019,System,Industrial
CLM000968,2025-10-26,2025-11-08,20251026,20251108,CUST050,PROD009,SUP002,RC004,LOC006,Closed,Low,100.0,17,13,1,Customer Claim,Process,D019,System,Supply Chain
CLM000969,2025-04-11,2025-04-26,20250411,20250426,CUST030,PROD004,SUP009,RC007,LOC007,Closed,Medium,1860.76,22,15,1,Supplier Claim,Process,D010,Inspection,Supply Chain
CLM000970,2024-07-08,2024-07-09,20240708,20240709,CUST041,PROD004,SUP007,RC005,LOC002,Closed,Low,240.31,17,1,0,Customer Claim,Process,D005,Operator,Industrial
CLM000971,2025-08-01,2025-09-10,20250801,20250910,CUST010,PROD003,SUP004,RC008,LOC004,Closed,Medium,2203.74,14,40,0,Internal Event,Logistics,D018,Customer,Industrial
CLM000972,2023-01-02,2023-02-10,20230102,20230210,CUST018,PROD002,SUP009,RC007,LOC005,Closed,Medium,3025.01,10,39,0,Internal Event,Incoming,D013,Inspection,Industrial
CLM000973,2025-08-03,2025-12-09,20250803,20251209,CUST049,PROD011,SUP009,RC001,LOC004,Closed,Critical,20000.0,25,128,0,Customer Claim,Final Inspection,D015,System,Industrial
CLM000974,2023-11-22,,20231122,,CUST056,PROD016,SUP009,RC008,LOC005,Open,Medium,6645.89,21,,1,Supplier Claim,Logistics,D007,Operator,Supply Chain
CLM000975,2023-04-26,2023-08-12,20230426,20230812,CUST015,PROD008,SUP016,RC010,LOC004,Closed,High,5000.0,16,108,0,Supplier Claim,Incoming,D003,System,Supply Chain
CLM000976,2026-07-08,2026-07-09,20260708,20260709,CUST014,PROD019,SUP005,RC003,LOC008,Closed,Low,153.54,21,1,1,Supplier Claim,Process,D012,Inspection,Operations
CLM000977,2024-08-25,2024-08-28,20240825,20240828,CUST013,PROD006,SUP018,RC010,LOC007,Closed,Low,510.44,16,3,1,Supplier Claim,Process,D013,Operator,Supply Chain
CLM000978,2024-07-03,2024-07-08,20240703,20240708,CUST039,PROD023,SUP006,RC008,LOC002,Closed,Low,239.94,25,5,0,Customer Claim,Customer Site,D009,Operator,Supply Chain
CLM000979,2023-07-23,2023-08-07,20230723,20230807,CUST053,PROD016,SUP006,RC011,LOC002,Closed,Medium,5926.47,25,15,0,Customer Claim,Incoming,D019,Audit,Industrial
CLM000980,2023-11-16,2023-12-12,20231116,20231212,CUST041,PROD025,SUP007,RC006,LOC007,Closed,Medium,4376.22,24,26,1,Customer Claim,Final Inspection,D013,Inspection,Operations
CLM000981,2025-12-01,2025-12-02,20251201,20251202,CUST053,PROD010,SUP009,RC010,LOC006,Closed,Low,209.42,26,1,0,Customer Claim,Customer Site,D009,Customer,Industrial
CLM000982,2024-08-18,2024-08-30,20240818,20240830,CUST046,PROD016,SUP010,RC003,LOC002,Closed,Medium,1988.53,20,12,0,Internal Event,Incoming,D014,Operator,Supply Chain
CLM000983,2026-08-19,2026-11-18,20260819,20261118,CUST029,PROD018,SUP005,RC012,LOC007,Closed,High,95466.16,17,91,1,Customer Claim,Process,D001,Operator,Supply Chain
CLM000984,2023-10-30,,20231030,,CUST010,PROD009,SUP013,RC002,LOC005,Open,Medium,2369.87,20,,0,Internal Event,Final Inspection,D015,System,Industrial
CLM000985,2025-09-23,2025-11-06,20250923,20251106,CUST012,PROD005,SUP009,RC006,LOC007,Closed,High,5000.0,18,44,0,Customer Claim,Process,D010,Operator,Operations
CLM000986,2026-07-10,,20260710,,CUST041,PROD005,SUP015,RC009,LOC001,Open,Medium,2541.24,21,,0,Internal Event,Customer Site,D004,Operator,Operations
CLM000987,2025-04-13,2025-05-11,20250413,20250511,CUST035,PROD004,SUP010,RC010,LOC002,Closed,Medium,8000.0,15,28,0,Customer Claim,Incoming,D012,Customer,Industrial
CLM000988,2025-11-05,2025-11-13,20251105,20251113,CUST021,PROD010,SUP005,RC003,LOC005,Closed,Low,394.75,20,8,0,Supplier Claim,Final Inspection,D001,Inspection,Supply Chain
CLM000989,2024-03-27,2024-06-18,20240327,20240618,CUST047,PROD010,SUP017,RC004,LOC006,Closed,High,19802.53,11,83,0,Customer Claim,Process,D004,Inspection,Supply Chain
CLM000990,2024-10-04,,20241004,,CUST007,PROD007,SUP018,RC011,LOC005,Pending,Medium,1000.0,15,,0,Customer Claim,Process,D008,Customer,Industrial
CLM000991,2026-12-03,2026-12-12,20261203,20261212,CUST037,PROD002,SUP012,RC006,LOC005,Closed,Low,220.41,14,9,0,Internal Event,Incoming,D011,Operator,Supply Chain
CLM000992,2023-07-19,2023-08-21,20230719,20230821,CUST025,PROD009,SUP005,RC003,LOC004,Closed,Medium,1000.0,21,33,0,Internal Event,Incoming,D006,Audit,Operations
CLM000993,2025-07-30,2025-08-11,20250730,20250811,CUST010,PROD021,SUP011,RC004,LOC004,Closed,Low,267.88,22,12,0,Supplier Claim,Process,D008,Inspection,Supply Chain
CLM000994,2025-10-11,2025-11-22,20251011,20251122,CUST049,PROD025,SUP014,RC002,LOC001,Closed,Medium,8000.0,20,42,0,Customer Claim,Final Inspection,D019,System,Operations
CLM000995,2026-12-18,2026-12-31,20261218,20261231,CUST001,PROD023,SUP016,RC002,LOC008,Closed,Medium,2485.53,17,13,0,Customer Claim,Customer Site,D004,System,Operations
CLM000996,2023-03-08,2023-03-15,20230308,20230315,CUST026,PROD016,SUP009,RC003,LOC003,Closed,Medium,8000.0,24,7,1,Internal Event,Incoming,D018,Audit,Industrial
CLM000997,2023-08-10,2023-08-20,20230810,20230820,CUST037,PROD017,SUP018,RC010,LOC005,Closed,Low,881.15,23,10,0,Supplier Claim,Incoming,D007,Customer,Supply Chain
CLM000998,2026-03-03,2026-03-06,20260303,20260306,CUST015,PROD002,SUP015,RC004,LOC008,Closed,Low,229.28,22,3,1,Internal Event,Process,D018,System,Operations
CLM000999,2023-02-15,,20230215,,CUST035,PROD025,SUP003,RC012,LOC002,In Analysis,Medium,2492.19,18,,0,Customer Claim,Final Inspection,D016,Operator,Operations
CLM001000,2026-04-29,2026-06-11,20260429,20260611,CUST050,PROD006,SUP009,RC010,LOC007,Closed,Medium,5006.13,25,43,1,Supplier Claim,Final Inspection,D014,Operator,Industrial
CLM001001,2024-10-20,2024-11-20,20241020,20241120,CUST010,PROD020,SUP001,RC010,LOC006,Closed,Medium,3186.69,18,31,0,Internal Event,Process,D003,Inspection,Industrial
CLM001002,2025-01-08,2025-05-01,20250108,20250501,CUST054,PROD016,SUP018,RC008,LOC001,Closed,High,9299.83,20,113,0,Customer Claim,Customer Site,D005,Audit,Industrial
CLM001003,2026-02-23,,20260223,,CUST018,PROD025,SUP005,RC009,LOC006,Pending,Medium,1488.48,21,,0,Internal Event,Customer Site,D008,Operator,Industrial
CLM001004,2026-07-23,2026-08-01,20260723,20260801,CUST038,PROD019,SUP009,RC001,LOC005,Closed,Low,216.62,23,9,0,Customer Claim,Final Inspection,D016,Audit,Supply Chain
CLM001005,2025-11-10,2025-12-24,20251110,20251224,CUST053,PROD023,SUP013,RC012,LOC005,Closed,Medium,1000.0,26,44,1,Customer Claim,Final Inspection,D008,Inspection,Supply Chain
CLM001006,2025-11-05,2025-11-16,20251105,20251116,CUST052,PROD020,SUP012,RC009,LOC008,Closed,Medium,7825.05,20,11,1,Internal Event,Logistics,D018,Operator,Supply Chain
CLM001007,2024-06-09,2024-06-29,20240609,20240629,CUST054,PROD022,SUP018,RC003,LOC005,Closed,Medium,8000.0,16,20,0,Supplier Claim,Final Inspection,D003,System,Industrial
CLM001008,2025-01-05,,20250105,,CUST002,PROD015,SUP002,RC002,LOC008,Open,Low,281.81,23,,0,Customer Claim,Process,D004,Inspection,Industrial
CLM001009,2026-12-13,2026-12-18,20261213,20261218,CUST009,PROD021,SUP012,RC001,LOC007,Closed,Low,381.87,18,5,1,Customer Claim,Customer Site,D002,Audit,Supply Chain
CLM001010,2025-06-22,,20250622,,CUST022,PROD002,SUP010,RC003,LOC005,Open,High,11570.51,18,,0,Internal Event,Incoming,D018,System,Operations
CLM001011,2026-03-26,,20260326,,CUST047,PROD002,SUP003,RC001,LOC004,Open,Low,582.32,15,,1,Customer Claim,Incoming,D006,Inspection,Operations
CLM001012,2026-08-24,2026-09-03,20260824,20260903,CUST050,PROD020,SUP018,RC002,LOC002,Closed,Low,410.28,17,10,0,Customer Claim,Final Inspection,D016,System,Industrial
CLM001013,2024-05-03,2024-06-30,20240503,20240630,CUST029,PROD018,SUP014,RC004,LOC008,Closed,High,83727.61,20,58,1,Customer Claim,Process,D018,Customer,Supply Chain
CLM001014,2025-06-22,2025-09-28,20250622,20250928,CUST043,PROD004,SUP018,RC002,LOC003,Closed,Critical,20000.0,12,98,1,Customer Claim,Incoming,D003,Audit,Operations
CLM001015,2024-10-31,2025-08-28,20241031,20250828,CUST001,PROD006,SUP018,RC008,LOC004,Closed,Critical,57404.99,19,301,0,Customer Claim,Customer Site,D020,Inspection,Operations
CLM001016,2024-01-09,,20240109,,CUST028,PROD017,SUP010,RC003,LOC008,Open,Medium,5354.71,22,,0,Customer Claim,Incoming,D013,Inspection,Supply Chain
CLM001017,2023-10-30,,20231030,,CUST044,PROD002,SUP003,RC007,LOC008,Open,Medium,8000.0,27,,0,Customer Claim,Incoming,D007,Customer,Supply Chain
CLM001018,2026-03-02,2026-03-04,20260302,20260304,CUST023,PROD022,SUP015,RC011,LOC004,Closed,Low,139.69,8,2,0,Internal Event,Process,D019,Operator,Supply Chain
CLM001019,2026-08-12,2026-08-22,20260812,20260822,CUST052,PROD003,SUP005,RC004,LOC008,Closed,Low,228.8,16,10,0,Customer Claim,Process,D005,Audit,Industrial
CLM001020,2026-07-21,,20260721,,CUST043,PROD014,SUP002,RC006,LOC004,In Analysis,Critical,52544.97,15,,0,Customer Claim,Incoming,D005,Inspection,Operations
CLM001021,2024-01-15,2024-03-01,20240115,20240301,CUST003,PROD010,SUP014,RC002,LOC005,Closed,High,25000.0,25,46,0,Supplier Claim,Process,D020,Inspection,Industrial
CLM001022,2024-03-12,2024-03-19,20240312,20240319,CUST005,PROD006,SUP009,RC009,LOC005,Closed,Low,849.38,20,7,0,Internal Event,Logistics,D010,Operator,Operations
CLM001023,2023-07-11,2023-10-14,20230711,20231014,CUST044,PROD003,SUP018,RC005,LOC008,Closed,High,5175.01,23,95,1,Customer Claim,Final Inspection,D017,Inspection,Industrial
CLM001024,2025-06-24,2025-06-25,20250624,20250625,CUST007,PROD010,SUP006,RC003,LOC007,Closed,Low,334.89,19,1,0,Supplier Claim,Incoming,D015,Customer,Operations
CLM001025,2025-09-15,,20250915,,CUST051,PROD003,SUP013,RC008,LOC004,Pending,Medium,1000.0,16,,0,Customer Claim,Customer Site,D006,Inspection,Industrial
CLM001026,2023-06-09,,20230609,,CUST026,PROD017,SUP002,RC007,LOC006,Open,Medium,2699.85,17,,0,Customer Claim,Incoming,D005,Operator,Industrial
CLM001027,2025-08-17,2025-08-28,20250817,20250828,CUST025,PROD006,SUP012,RC007,LOC002,Closed,Medium,5875.36,19,11,0,Internal Event,Incoming,D004,Operator,Supply Chain
CLM001028,2024-01-25,,20240125,,CUST058,PROD024,SUP007,RC012,LOC008,Open,High,5000.0,17,,0,Internal Event,Incoming,D008,Customer,Operations
CLM001029,2026-05-25,,20260525,,CUST003,PROD004,SUP012,RC008,LOC001,Open,Low,205.9,16,,0,Customer Claim,Customer Site,D017,Operator,Supply Chain
CLM001030,2024-09-23,2024-10-10,20240923,20241010,CUST029,PROD015,SUP010,RC001,LOC008,Closed,Medium,7980.37,21,17,1,Customer Claim,Customer Site,D009,Audit,Operations
CLM001031,2023-06-01,,20230601,,CUST054,PROD008,SUP018,RC002,LOC006,Pending,Medium,1000.0,26,,1,Customer Claim,Customer Site,D009,Audit,Operations
CLM001032,2026-03-24,2026-05-03,20260324,20260503,CUST003,PROD017,SUP018,RC010,LOC002,Closed,Medium,4784.05,22,40,0,Customer Claim,Customer Site,D020,Audit,Industrial
CLM001033,2026-12-29,2026-12-31,20261229,20261231,CUST035,PROD021,SUP014,RC010,LOC008,Closed,Medium,6074.16,19,2,0,Customer Claim,Final Inspection,D007,Inspection,Industrial
CLM001034,2025-01-29,2025-02-08,20250129,20250208,CUST032,PROD016,SUP006,RC003,LOC001,Closed,Low,390.81,27,10,1,Supplier Claim,Process,D014,System,Supply Chain
CLM001035,2025-08-06,2025-08-16,20250806,20250816,CUST026,PROD023,SUP014,RC004,LOC004,Closed,Medium,1000.0,18,10,1,Internal Event,Process,D012,System,Operations
CLM001036,2024-05-19,2024-05-31,20240519,20240531,CUST032,PROD014,SUP017,RC006,LOC007,Closed,Low,4388.32,23,12,1,Customer Claim,Process,D009,Audit,Industrial
CLM001037,2026-09-22,2026-10-04,20260922,20261004,CUST012,PROD011,SUP017,RC012,LOC004,Closed,Low,738.14,24,12,0,Customer Claim,Final Inspection,D001,Inspection,Operations
CLM001038,2025-06-09,2025-06-19,20250609,20250619,CUST009,PROD006,SUP006,RC003,LOC001,Closed,Low,1139.44,19,10,0,Internal Event,Incoming,D003,Customer,Operations
CLM001039,2025-08-09,,20250809,,CUST042,PROD009,SUP006,RC008,LOC002,Open,Medium,7165.34,18,,0,Customer Claim,Customer Site,D016,System,Operations
CLM001040,2025-01-20,2025-02-08,20250120,20250208,CUST016,PROD007,SUP009,RC010,LOC004,Closed,Medium,1214.99,24,19,0,Customer Claim,Final Inspection,D011,Inspection,Operations
CLM001041,2024-12-14,,20241214,,CUST044,PROD003,SUP011,RC006,LOC003,Open,Medium,7703.87,18,,0,Customer Claim,Final Inspection,D020,Inspection,Operations
CLM001042,2024-11-11,2024-12-21,20241111,20241221,CUST048,PROD006,SUP014,RC008,LOC003,Closed,Medium,3317.98,19,40,0,Customer Claim,Customer Site,D018,Customer,Operations
CLM001043,2026-02-05,,20260205,,CUST008,PROD002,SUP015,RC010,LOC001,Canceled,Medium,1000.0,23,,0,Internal Event,Final Inspection,D008,Operator,Industrial
CLM001044,2023-12-15,2023-12-19,20231215,20231219,CUST042,PROD004,SUP012,RC009,LOC005,Closed,Low,188.88,13,4,0,Internal Event,Logistics,D013,Inspection,Supply Chain
CLM001045,2026-12-12,2026-12-13,20261212,20261213,CUST018,PROD008,SUP011,RC006,LOC006,Closed,Low,307.01,23,1,0,Internal Event,Final Inspection,D018,System,Industrial
CLM001046,2026-07-13,2026-09-17,20260713,20260917,CUST013,PROD009,SUP006,RC009,LOC003,Closed,High,25000.0,18,66,0,Internal Event,Customer Site,D016,Customer,Supply Chain
CLM001047,2024-03-28,2024-12-31,20240328,20241231,CUST058,PROD001,SUP014,RC004,LOC008,Closed,Critical,20000.0,21,278,0,Internal Event,Process,D012,Audit,Supply Chain
CLM001048,2026-05-25,,20260525,,CUST036,PROD003,SUP009,RC001,LOC004,In Analysis,Low,1500.0,22,,0,Internal Event,Incoming,D020,System,Industrial
CLM001049,2025-03-08,2025-04-20,20250308,20250420,CUST042,PROD007,SUP015,RC009,LOC005,Closed,Medium,3766.99,28,43,0,Supplier Claim,Customer Site,D014,Customer,Supply Chain
CLM001050,2026-06-11,,20260611,,CUST043,PROD011,SUP007,RC001,LOC005,In Analysis,Medium,6636.69,13,,0,Internal Event,Final Inspection,D015,System,Operations
CLM001051,2025-04-08,2025-04-16,20250408,20250416,CUST055,PROD013,SUP003,RC002,LOC002,Closed,Low,577.59,21,8,0,Customer Claim,Incoming,D003,System,Industrial
CLM001052,2024-03-12,,20240312,,CUST024,PROD004,SUP003,RC002,LOC008,Pending,Critical,26208.27,10,,0,Customer Claim,Customer Site,D019,Audit,Industrial
CLM001053,2023-12-01,2023-12-20,20231201,20231220,CUST028,PROD002,SUP018,RC006,LOC008,Closed,High,5000.0,12,19,1,Customer Claim,Process,D009,Customer,Industrial
CLM001054,2025-11-25,,20251125,,CUST014,PROD021,SUP007,RC006,LOC006,In Analysis,Medium,8000.0,19,,0,Internal Event,Final Inspection,D002,Customer,Operations
CLM001055,2024-09-20,2024-10-01,20240920,20241001,CUST051,PROD023,SUP009,RC004,LOC004,Closed,Low,865.3,25,11,0,Customer Claim,Process,D014,Inspection,Operations
CLM001056,2026-07-17,2026-07-31,20260717,20260731,CUST001,PROD022,SUP011,RC009,LOC003,Closed,Low,157.97,29,14,1,Internal Event,Customer Site,D005,Customer,Operations
CLM001057,2025-07-25,2025-09-29,20250725,20250929,CUST026,PROD003,SUP005,RC002,LOC003,Closed,High,11266.91,21,66,0,Customer Claim,Incoming,D007,Audit,Operations
CLM001058,2025-04-03,2025-04-05,20250403,20250405,CUST028,PROD016,SUP007,RC001,LOC004,Closed,Low,685.04,21,2,1,Customer Claim,Final Inspection,D007,System,Operations
CLM001059,2025-06-17,2025-08-04,20250617,20250804,CUST040,PROD006,SUP013,RC007,LOC003,Closed,High,5287.99,22,48,1,Internal Event,Incoming,D011,Inspection,Operations
CLM001060,2026-04-04,,20260404,,CUST020,PROD019,SUP018,RC002,LOC001,In Analysis,High,25000.0,22,,1,Supplier Claim,Customer Site,D018,System,Industrial
CLM001061,2025-09-22,2026-07-06,20250922,20260706,CUST045,PROD019,SUP006,RC010,LOC006,Closed,Medium,3867.53,22,287,0,Supplier Claim,Incoming,D018,Inspection,Supply Chain
CLM001062,2024-09-19,,20240919,,CUST025,PROD024,SUP005,RC001,LOC002,In Analysis,Medium,4052.54,23,,0,Customer Claim,Final Inspection,D013,Audit,Supply Chain
CLM001063,2024-04-11,2024-10-31,20240411,20241031,CUST018,PROD006,SUP018,RC007,LOC001,Closed,Critical,48045.28,17,203,0,Customer Claim,Incoming,D011,Customer,Supply Chain
CLM001064,2026-05-26,2026-06-23,20260526,20260623,CUST030,PROD014,SUP013,RC005,LOC007,Closed,Medium,3739.85,14,28,0,Customer Claim,Customer Site,D016,Customer,Operations
CLM001065,2026-08-11,2026-09-09,20260811,20260909,CUST032,PROD025,SUP009,RC007,LOC004,Closed,Medium,6630.22,19,29,0,Supplier Claim,Final Inspection,D002,Inspection,Operations
CLM001066,2023-05-25,,20230525,,CUST025,PROD003,SUP017,RC005,LOC005,In Analysis,Low,117.61,13,,0,Internal Event,Final Inspection,D013,Operator,Industrial
CLM001067,2026-12-26,,20261226,,CUST029,PROD006,SUP001,RC005,LOC005,In Analysis,Medium,2581.04,18,,1,Internal Event,Process,D020,Audit,Operations
CLM001068,2025-09-27,2025-10-23,20250927,20251023,CUST059,PROD015,SUP016,RC003,LOC002,Closed,Medium,3186.29,20,26,1,Supplier Claim,Logistics,D014,Inspection,Industrial
CLM001069,2026-02-23,2026-03-09,20260223,20260309,CUST021,PROD014,SUP001,RC007,LOC004,Closed,Low,136.56,16,14,1,Customer Claim,Incoming,D017,Operator,Operations
CLM001070,2025-03-23,2025-04-22,20250323,20250422,CUST024,PROD013,SUP002,RC002,LOC007,Closed,Medium,1685.09,19,30,1,Customer Claim,Final Inspection,D017,Operator,Industrial
CLM001071,2026-08-18,2026-12-31,20260818,20261231,CUST057,PROD002,SUP001,RC008,LOC007,Closed,Critical,31810.3,23,135,0,Customer Claim,Logistics,D011,Inspection,Operations
CLM001072,2026-09-25,2026-10-01,20260925,20261001,CUST004,PROD005,SUP002,RC006,LOC001,Closed,Low,1336.71,15,6,1,Customer Claim,Customer Site,D012,Customer,Supply Chain
CLM001073,2025-01-13,2025-04-11,20250113,20250411,CUST037,PROD025,SUP011,RC010,LOC005,Closed,High,90354.37,20,88,1,Customer Claim,Customer Site,D004,Customer,Supply Chain
CLM001074,2024-11-24,2024-12-12,20241124,20241212,CUST008,PROD002,SUP016,RC003,LOC003,Closed,Medium,5082.55,23,18,0,Supplier Claim,Final Inspection,D008,Inspection,Operations
CLM001075,2026-04-15,2026-05-01,20260415,20260501,CUST055,PROD023,SUP005,RC003,LOC007,Closed,Medium,1000.0,20,16,0,Internal Event,Incoming,D011,Customer,Industrial
CLM001076,2025-10-25,2025-11-07,20251025,20251107,CUST017,PROD017,SUP008,RC011,LOC007,Closed,Low,749.36,24,13,0,Customer Claim,Incoming,D006,Customer,Operations
CLM001077,2026-10-23,2026-10-30,20261023,20261030,CUST060,PROD017,SUP009,RC003,LOC005,Closed,Medium,6988.48,19,7,1,Customer Claim,Incoming,D014,Operator,Supply Chain
CLM001078,2025-02-28,,20250228,,CUST013,PROD003,SUP010,RC005,LOC003,Canceled,Medium,8000.0,20,,0,Customer Claim,Incoming,D007,Inspection,Supply Chain
CLM001079,2024-07-14,,20240714,,CUST027,PROD001,SUP006,RC007,LOC003,Open,Medium,1669.08,23,,0,Supplier Claim,Incoming,D014,Operator,Supply Chain
CLM001080,2025-11-08,2025-11-10,20251108,20251110,CUST048,PROD007,SUP016,RC002,LOC001,Closed,Low,576.5,16,2,0,Customer Claim,Customer Site,D018,System,Operations
CLM001081,2024-02-16,2024-03-04,20240216,20240304,CUST056,PROD011,SUP008,RC001,LOC003,Closed,Medium,7143.93,21,17,1,Customer Claim,Customer Site,D004,Audit,Industrial
CLM001082,2025-05-14,2025-05-17,20250514,20250517,CUST047,PROD019,SUP014,RC005,LOC004,Closed,Low,104.02,25,3,0,Internal Event,Incoming,D006,Inspection,Operations
CLM001083,2026-04-01,,20260401,,CUST031,PROD015,SUP005,RC003,LOC002,In Analysis,Low,1500.0,26,,0,Customer Claim,Incoming,D011,Inspection,Industrial
